genus,Substrate,name,seq.name,exp_ID,totalFunctionalAbun,relative_abun,cum_prop,stage,retting_type,rettingPeriod,treatment
Sphingomonadaceae unclassified,Pectin,Otu0003,SRR7969097,PRJNA494847,70915432,0.3079655081850695,0.3079655081850695,early,dew,R1,Low Moisture
Sphingomonadaceae unclassified,Pectin,Otu0004,SRR7969097,PRJNA494847,68058840,0.2955601433420914,0.603525651527161,early,dew,R1,Low Moisture
Sphingomonas,Pectin,Otu0003,SRR7969097,PRJNA494847,35457716,0.15398275409253476,0.7575084056196957,early,dew,R1,Low Moisture
Sphingomonas,Pectin,Otu0004,SRR7969097,PRJNA494847,27223536,0.11822405733683657,0.8757324629565323,early,dew,R1,Low Moisture
Sphingomonadaceae unclassified,Cellulose,Otu0003,SRR7969098,PRJNA494847,41714960,0.2459362435414643,0.2459362435414643,early,dew,R2,Low Moisture
Gammaproteobacteria unclassified,Cellulose,Otu0001,SRR7969098,PRJNA494847,27607953.6,0.16276646076733733,0.4087027043088016,early,dew,R2,Low Moisture
Sphingomonas,Cellulose,Otu0003,SRR7969098,PRJNA494847,26220832,0.15458849594034899,0.5632912002491506,early,dew,R2,Low Moisture
Sphingomonas,Cellulose,Otu0004,SRR7969098,PRJNA494847,20516288,0.12095657773937267,0.6842477779885233,early,dew,R2,Low Moisture
Sphingomonadaceae unclassified,Cellulose,Otu0004,SRR7969098,PRJNA494847,17951752,0.10583700552195108,0.7900847835104744,early,dew,R2,Low Moisture
Pseudomonadaceae unclassified,Cellulose,Otu0001,SRR7969098,PRJNA494847,13327977.6,0.07857691209457664,0.868661695605051,early,dew,R2,Low Moisture
Gammaproteobacteria unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969098,PRJNA494847,24540403.2,0.4163311508087248,0.4163311508087248,early,dew,R2,Low Moisture
Pseudomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969098,PRJNA494847,11847091.2,0.2009874521145568,0.6173186029232816,early,dew,R2,Low Moisture
Sphingomonas,Hemicellulose-Galactomannan,Otu0004,SRR7969098,PRJNA494847,9469056,0.16064377383792375,0.7779623767612054,early,dew,R2,Low Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0003,SRR7969098,PRJNA494847,135573620,0.4250535014307714,0.4250535014307714,early,dew,R2,Low Moisture
Sphingomonas,Hemicellulose-Xylan,Otu0003,SRR7969098,PRJNA494847,85217704,0.26717648661362775,0.6922299880443992,early,dew,R2,Low Moisture
Sphingomonas,Hemicellulose-Xylan,Otu0004,SRR7969098,PRJNA494847,26828992,0.08411486681153867,0.7763448548559378,early,dew,R2,Low Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0004,SRR7969098,PRJNA494847,23475368,0.07360050846009633,0.8499453633160342,early,dew,R2,Low Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0005,SRR7969098,PRJNA494847,12312696,0.03860304494969341,0.8885484082657276,early,dew,R2,Low Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0003,SRR7969098,PRJNA494847,73001180,0.4158786300866212,0.41587863008662124,early,dew,R2,Low Moisture
Sphingomonas,Hemicellulose-Xyoglucan,Otu0003,SRR7969098,PRJNA494847,45886456,0.2614094246258762,0.6772880547124975,early,dew,R2,Low Moisture
Sphingomonas,Hemicellulose-Xyoglucan,Otu0004,SRR7969098,PRJNA494847,17359936,0.09889739319380067,0.7761854479062982,early,dew,R2,Low Moisture
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0004,SRR7969098,PRJNA494847,15189944,0.08653521904457559,0.8627206669508738,early,dew,R2,Low Moisture
Sphingomonadaceae unclassified,Pectin,Otu0003,SRR7969098,PRJNA494847,177288580,0.4288976134470901,0.4288976134470901,early,dew,R2,Low Moisture
Sphingomonas,Pectin,Otu0003,SRR7969098,PRJNA494847,111438536,0.2695927855953138,0.6984903990424038,early,dew,R2,Low Moisture
Sphingomonas,Pectin,Otu0004,SRR7969098,PRJNA494847,36298048,0.08781245898629185,0.7863028580286957,early,dew,R2,Low Moisture
Sphingomonadaceae unclassified,Pectin,Otu0004,SRR7969098,PRJNA494847,31760792,0.07683590161300537,0.8631387596417011,early,dew,R2,Low Moisture
Sphingomonadaceae unclassified,Cellulose,Otu0004,SRR7969099,PRJNA494847,46161648,0.22419518128242188,0.22419518128242188,middle,dew,R5,Soil Slurry
Sphingomonadaceae unclassified,Cellulose,Otu0003,SRR7969099,PRJNA494847,44098672,0.21417584058857825,0.43837102187100013,middle,dew,R5,Soil Slurry
Sphingomonas,Cellulose,Otu0004,SRR7969099,PRJNA494847,43597112,0.21173989343339844,0.6501109153043986,middle,dew,R5,Soil Slurry
Gammaproteobacteria unclassified,Cellulose,Otu0001,SRR7969099,PRJNA494847,20943964.8,0.10171941836020808,0.7518303336646066,middle,dew,R5,Soil Slurry
Sphingomonas,Cellulose,Otu0003,SRR7969099,PRJNA494847,19069696,0.09261657971397978,0.8444469133785865,middle,dew,R5,Soil Slurry
Pseudomonadaceae unclassified,Cellulose,Otu0001,SRR7969099,PRJNA494847,4759992,0.023118049627320017,0.8675649630059065,middle,dew,R5,Soil Slurry
Sphingomonas,Cellulose,Otu0005,SRR7969099,PRJNA494847,4663900,0.02265135564447542,0.8902163186503819,middle,dew,R5,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0004,SRR7969099,PRJNA494847,21305376,0.30139321545246595,0.30139321545246595,middle,dew,R5,Soil Slurry
Sphingomonas,Hemicellulose-Galactomannan,Otu0004,SRR7969099,PRJNA494847,20121744,0.284649147927329,0.5860423633797949,middle,dew,R5,Soil Slurry
Gammaproteobacteria unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969099,PRJNA494847,18616857.6,0.263360504582725,0.8494028679625198,middle,dew,R5,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0003,SRR7969099,PRJNA494847,143320684,0.376368580470188,0.376368580470188,middle,dew,R5,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0003,SRR7969099,PRJNA494847,61976512,0.16275398074386507,0.5391225612140531,middle,dew,R5,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0004,SRR7969099,PRJNA494847,60365232,0.15852266430429238,0.6976452255183454,middle,dew,R5,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0004,SRR7969099,PRJNA494847,57011608,0.14971584962072057,0.847361075139066,middle,dew,R5,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0005,SRR7969099,PRJNA494847,10260580,0.026944889053144634,0.8743059641922106,middle,dew,R5,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0005,SRR7969099,PRJNA494847,8208464,0.02155591124251571,0.8958618754347264,middle,dew,R5,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0003,SRR7969099,PRJNA494847,77172676,0.3525855637657719,0.3525855637657719,middle,dew,R5,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0004,SRR7969099,PRJNA494847,39059856,0.17845618504106125,0.5310417488068331,middle,dew,R5,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0004,SRR7969099,PRJNA494847,36889864,0.16854195253878007,0.6995837013456132,middle,dew,R5,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0003,SRR7969099,PRJNA494847,33371968,0.15246943297979323,0.8520531343254064,middle,dew,R5,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0005,SRR7969099,PRJNA494847,6529460,0.029831715764088013,0.8818848500894945,middle,dew,R5,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0003,SRR7969099,PRJNA494847,187419356,0.3766988550901224,0.3766988550901224,middle,dew,R5,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0004,SRR7969099,PRJNA494847,81670608,0.16415179939106286,0.5408506544811853,middle,dew,R5,Soil Slurry
Sphingomonas,Pectin,Otu0003,SRR7969099,PRJNA494847,81046208,0.16289680220113403,0.7037474566823193,middle,dew,R5,Soil Slurry
Sphingomonas,Pectin,Otu0004,SRR7969099,PRJNA494847,77133352,0.15503225498044826,0.8587797116627676,middle,dew,R5,Soil Slurry
Sphingomonas,Pectin,Otu0005,SRR7969099,PRJNA494847,13058920,0.026247450197798682,0.8850271618605663,middle,dew,R5,Soil Slurry
Gammaproteobacteria unclassified,Cellulose,Otu0001,SRR7969100,PRJNA494847,55215907.2,0.48824252711011823,0.48824252711011823,late,dew,R6,Soil Slurry
Pseudomonadaceae unclassified,Cellulose,Otu0001,SRR7969100,PRJNA494847,21895963.2,0.1936134159229779,0.6818559430330962,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Cellulose,Otu0004,SRR7969100,PRJNA494847,7693608,0.06803015295770821,0.7498860959908044,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Cellulose,Otu0003,SRR7969100,PRJNA494847,5959280,0.05269448741316316,0.8025805834039675,late,dew,R6,Soil Slurry
Sphingomonas,Cellulose,Otu0004,SRR7969100,PRJNA494847,5129072,0.04535343530513881,0.8479340187091063,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Cellulose,Otu0005,SRR7969100,PRJNA494847,3731120,0.03299214936653443,0.8809261680756407,late,dew,R6,Soil Slurry
Gammaproteobacteria unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969100,PRJNA494847,49080806.4,0.6420051177907791,0.6420051177907791,late,dew,R6,Soil Slurry
Pseudomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969100,PRJNA494847,19463078.4,0.2545882363653089,0.896593354156088,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0003,SRR7969100,PRJNA494847,19367660,0.2168110454390827,0.2168110454390827,late,dew,R6,Soil Slurry
Gammaproteobacteria unclassified,Hemicellulose-Xylan,Otu0001,SRR7969100,PRJNA494847,12270201.6,0.13735862962507112,0.3541696750641538,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0004,SRR7969100,PRJNA494847,10060872,0.11262631501940837,0.4667959900835622,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0005,SRR7969100,PRJNA494847,8208464,0.09188955512896625,0.5586855452125284,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0005,SRR7969100,PRJNA494847,8208464,0.09188955512896625,0.6505751003414947,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0004,SRR7969100,PRJNA494847,6707248,0.07508421001293891,0.7256593103544335,late,dew,R6,Soil Slurry
Pseudomonadaceae unclassified,Hemicellulose-Xylan,Otu0001,SRR7969100,PRJNA494847,4865769.6,0.05446980140304544,0.780129111757479,late,dew,R6,Soil Slurry
Enterobacterales unclassified,Hemicellulose-Xylan,Otu0002,SRR7969100,PRJNA494847,4355951.36,0.04876264702309903,0.8288917587805781,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0003,SRR7969100,PRJNA494847,3873532,0.04336220908781654,0.8722539678683946,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0003,SRR7969100,PRJNA494847,10428740,0.23756846197722478,0.23756846197722478,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0004,SRR7969100,PRJNA494847,6509976,0.14829835491427015,0.38586681689149493,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0005,SRR7969100,PRJNA494847,5223568,0.11899376298512074,0.5048605798766157,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0005,SRR7969100,PRJNA494847,5223568,0.11899376298512074,0.6238543428617365,late,dew,R6,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0004,SRR7969100,PRJNA494847,4339984,0.09886556994284677,0.7227199128045831,late,dew,R6,Soil Slurry
Chryseobacterium,Hemicellulose-Xyoglucan,Otu0031,SRR7969100,PRJNA494847,2917744,0.06646670206786973,0.7891866148724529,late,dew,R6,Soil Slurry
Enterobacterales unclassified,Hemicellulose-Xyoglucan,Otu0002,SRR7969100,PRJNA494847,2177975.68,0.0496146545528415,0.8388012694252944,late,dew,R6,Soil Slurry
Massilia,Hemicellulose-Xyoglucan,Otu0014,SRR7969100,PRJNA494847,2161215,0.0492328434261577,0.8880341128514521,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0003,SRR7969100,PRJNA494847,25326940,0.2242086287218563,0.2242086287218563,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0004,SRR7969100,PRJNA494847,13611768,0.12049919326061673,0.344707821982473,late,dew,R6,Soil Slurry
Gammaproteobacteria unclassified,Pectin,Otu0001,SRR7969100,PRJNA494847,12270201.6,0.10862287646579993,0.45333069844827295,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0005,SRR7969100,PRJNA494847,10447136,0.09248405202644847,0.5458147504747214,late,dew,R6,Soil Slurry
Sphingomonas,Pectin,Otu0005,SRR7969100,PRJNA494847,10447136,0.09248405202644847,0.6382988025011699,late,dew,R6,Soil Slurry
Sphingomonas,Pectin,Otu0004,SRR7969100,PRJNA494847,9074512,0.08033279550707782,0.7186315980082477,late,dew,R6,Soil Slurry
Enterobacterales unclassified,Pectin,Otu0002,SRR7969100,PRJNA494847,6533927.04,0.05784207732189745,0.7764736753301451,late,dew,R6,Soil Slurry
Chryseobacterium,Pectin,Otu0031,SRR7969100,PRJNA494847,5106052,0.04520170684269366,0.8216753821728389,late,dew,R6,Soil Slurry
Sphingomonas,Pectin,Otu0003,SRR7969100,PRJNA494847,5065388,0.04484172574437126,0.86651710791721,late,dew,R6,Soil Slurry
Sphingomonadaceae unclassified,Cellulose,Otu0004,SRR7969101,PRJNA494847,61548864,0.4237090316372208,0.4237090316372208,early,dew,R3,Soil Slurry
Gammaproteobacteria unclassified,Cellulose,Otu0001,SRR7969101,PRJNA494847,18087969.6,0.12451953757423513,0.5482285692114559,early,dew,R3,Soil Slurry
Sphingomonas,Cellulose,Otu0004,SRR7969101,PRJNA494847,17951752,0.1235818008941894,0.6718103701056453,early,dew,R3,Soil Slurry
Pseudomonadaceae unclassified,Cellulose,Otu0001,SRR7969101,PRJNA494847,13327977.6,0.0917512382125943,0.7635616083182396,early,dew,R3,Soil Slurry
Sphingomonadaceae unclassified,Cellulose,Otu0003,SRR7969101,PRJNA494847,8342992,0.05743405859248807,0.8209956669107277,early,dew,R3,Soil Slurry
Sphingomonas,Cellulose,Otu0003,SRR7969101,PRJNA494847,8342992,0.05743405859248807,0.8784297255032157,early,dew,R3,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0004,SRR7969101,PRJNA494847,28407168,0.41445325210520545,0.41445325210520545,early,dew,R3,Soil Slurry
Gammaproteobacteria unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969101,PRJNA494847,16078195.2,0.23457671981319306,0.6490299719183985,early,dew,R3,Soil Slurry
Pseudomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969101,PRJNA494847,11847091.2,0.1728460040728791,0.8218759759912776,early,dew,R3,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0004,SRR7969101,PRJNA494847,80486976,0.4088156959249859,0.4088156959249859,early,dew,R3,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0003,SRR7969101,PRJNA494847,27114724,0.13772321079467464,0.5465389067196605,early,dew,R3,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0003,SRR7969101,PRJNA494847,27114724,0.13772321079467464,0.6842621175143352,early,dew,R3,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0004,SRR7969101,PRJNA494847,23475368,0.11923791131145423,0.8035000288257894,early,dew,R3,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0005,SRR7969101,PRJNA494847,10260580,0.05211633436562447,0.8556163631914139,early,dew,R3,Soil Slurry
Gammaproteobacteria unclassified,Hemicellulose-Xylan,Otu0001,SRR7969101,PRJNA494847,4019548.8,0.0204164042636717,0.8760327674550856,early,dew,R3,Soil Slurry
Aureimonas,Hemicellulose-Xylan,Otu0006,SRR7969101,PRJNA494847,3521832,0.017888362460168526,0.8939211299152541,early,dew,R3,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0004,SRR7969101,PRJNA494847,52079808,0.45321557268790225,0.45321557268790225,early,dew,R3,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0004,SRR7969101,PRJNA494847,15189944,0.13218787536730484,0.585403448055207,early,dew,R3,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0003,SRR7969101,PRJNA494847,14600236,0.1270560429124187,0.7124594909676258,early,dew,R3,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0003,SRR7969101,PRJNA494847,14600236,0.1270560429124187,0.8395155338800445,early,dew,R3,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0005,SRR7969101,PRJNA494847,6529460,0.05682150274522422,0.8963370366252688,early,dew,R3,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0004,SRR7969101,PRJNA494847,108894144,0.42515025897100056,0.42515025897100056,early,dew,R3,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0003,SRR7969101,PRJNA494847,35457716,0.13843588448539704,0.5635861434563976,early,dew,R3,Soil Slurry
Sphingomonas,Pectin,Otu0003,SRR7969101,PRJNA494847,35457716,0.13843588448539704,0.7020220279417946,early,dew,R3,Soil Slurry
Sphingomonas,Pectin,Otu0004,SRR7969101,PRJNA494847,31760792,0.12400215886654183,0.8260241868083364,early,dew,R3,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0005,SRR7969101,PRJNA494847,13058920,0.05098532405821179,0.8770095108665482,early,dew,R3,Soil Slurry
Gammaproteobacteria unclassified,Pectin,Otu0001,SRR7969101,PRJNA494847,4019548.8,0.015693334374955684,0.8927028452415039,early,dew,R3,Soil Slurry
Sphingomonadaceae unclassified,Cellulose,Otu0004,SRR7969102,PRJNA494847,107710512,0.3955159839351454,0.3955159839351454,middle,dew,R4,Soil Slurry
Sphingomonadaceae unclassified,Cellulose,Otu0003,SRR7969102,PRJNA494847,56017232,0.20569682773212808,0.6012128116672735,middle,dew,R4,Soil Slurry
Sphingomonas,Cellulose,Otu0004,SRR7969102,PRJNA494847,43597112,0.16008980302136838,0.7613026146886419,middle,dew,R4,Soil Slurry
Sphingomonas,Cellulose,Otu0003,SRR7969102,PRJNA494847,20261552,0.07440098024353568,0.8357035949321776,middle,dew,R4,Soil Slurry
Aureimonas,Cellulose,Otu0006,SRR7969102,PRJNA494847,8217608,0.030175284225863883,0.8658788791580414,middle,dew,R4,Soil Slurry
Gammaproteobacteria unclassified,Cellulose,Otu0001,SRR7969102,PRJNA494847,6663988.8,0.02447035148402961,0.890349230642071,middle,dew,R4,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0004,SRR7969102,PRJNA494847,49712544,0.5442619706977495,0.5442619706977495,middle,dew,R4,Soil Slurry
Sphingomonas,Hemicellulose-Galactomannan,Otu0004,SRR7969102,PRJNA494847,20121744,0.22029651194908909,0.7645584826468386,middle,dew,R4,Soil Slurry
Gammaproteobacteria unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969102,PRJNA494847,5923545.6,0.06485205427776906,0.8294105369246076,middle,dew,R4,Soil Slurry
Pseudomonadaceae unclassified,Hemicellulose-Galactomannan,Otu0001,SRR7969102,PRJNA494847,5077324.8,0.055587475095230626,0.8849980120198383,middle,dew,R4,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0003,SRR7969102,PRJNA494847,182056004,0.3644417371865156,0.3644417371865156,middle,dew,R4,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xylan,Otu0004,SRR7969102,PRJNA494847,140852208,0.2819595192810913,0.6464012564676069,middle,dew,R4,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0003,SRR7969102,PRJNA494847,65850044,0.13181935174831416,0.7782206082159211,middle,dew,R4,Soil Slurry
Sphingomonas,Hemicellulose-Xylan,Otu0004,SRR7969102,PRJNA494847,57011608,0.11412647208996553,0.8923470803058866,middle,dew,R4,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0003,SRR7969102,PRJNA494847,98030156,0.3367683194820986,0.3367683194820986,middle,dew,R4,Soil Slurry
Sphingomonadaceae unclassified,Hemicellulose-Xyoglucan,Otu0004,SRR7969102,PRJNA494847,91139664,0.31309703805268985,0.6498653575347885,middle,dew,R4,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0004,SRR7969102,PRJNA494847,36889864,0.12672975349751733,0.7765951110323058,middle,dew,R4,Soil Slurry
Sphingomonas,Hemicellulose-Xyoglucan,Otu0003,SRR7969102,PRJNA494847,35457716,0.1218098176850144,0.8984049287173201,middle,dew,R4,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0003,SRR7969102,PRJNA494847,238073236,0.36385478727140014,0.36385478727140014,middle,dew,R4,Soil Slurry
Sphingomonadaceae unclassified,Pectin,Otu0004,SRR7969102,PRJNA494847,190564752,0.29124608236260174,0.6551008696340019,middle,dew,R4,Soil Slurry
Sphingomonas,Pectin,Otu0003,SRR7969102,PRJNA494847,86111596,0.1316070507151873,0.7867079203491891,middle,dew,R4,Soil Slurry
Gammaproteobacteria unclassified,Cellulose,Otu0001,SRR7969103,PRJNA494847,42839928,0.33582695246418254,0.33582695246418254,middle,dew,R5,Low Moisture
Pseudomonadaceae unclassified,Cellulose,Otu0001,SRR7969103,PRJNA494847,31415947.2,0.24627309847373385,0.5821000509379164,middle,dew,R5,Low Moisture
Sphingomonadaceae unclassified,Cellulose,Otu0004,SRR7969103,PRJNA494847,12822680,0.10051841232841065,0.682618463266327,middle,dew,R5,Low Moisture
Sphingomonas,Cellulose,Otu0004,SRR7969103,PRJNA494847,7693608,0.06031104739704638,0.7429295106633734,middle,dew,R5,Low Moisture
Enterobacterales unclassified,Cellulose,Otu0002,SRR7969103,PRJNA494847,7306757.12,0.05727848039346769,0.8002079910568412,middle,dew,R5,Low Moisture
Chryseobacterium,Cellulose,Otu0018,SRR7969103,PRJNA494847,3216654,0.025215707877747195,0.8254236989345883,middle,dew,R5,Low Moisture
